date,temp high,temp low,DP avg,humidity avg,SLP avg,Rainfall
2015-06-24,27,27,26,93,997,100.08
2015-06-25,28,24,26,93,995,17.02
2015-06-26,27,25,26,93,995,10.92
2015-06-27,28,25,25,91,1000,16.0
2015-06-28,31,23,25,79,1006,0.0
2015-06-29,32,26,24,74,1007,0.0
2015-06-30,32,26,24,72,1006,0.0
2015-07-01,32,26,25,80,1005,0.0
2015-07-02,31,25,25,86,1004,7.11
2015-07-03,33,25,26,81,1003,0.0
2015-07-04,33,26,27,82,1001,3.05
2015-07-05,33,26,27,81,999,0.0
2015-07-06,33,26,26,77,998,2.03
2015-07-07,34,25,26,79,998,2.03
2015-07-08,29,26,26,85,999,3.05
2015-07-09,27,25,25,93,1001,38.1
2015-07-10,33,25,26,82,1002,2.03
2015-07-11,33,26,26,77,1004,0.0
2015-07-12,33,25,27,78,1003,0.0
2015-07-13,33,27,27,79,1001,0.0
2015-07-14,33,26,27,81,1000,0.76
2015-07-15,32,26,27,87,999,23.11
2015-07-16,32,25,26,80,998,0.0
2015-07-17,31,26,26,88,998,0.51
2015-07-18,31,25,26,90,1000,40.89
2015-07-19,27,25,25,92,1000,19.05
2015-07-20,32,24,26,86,1000,1.02
2015-07-21,33,25,27,85,1002,1.02
2015-07-22,31,26,26,88,1005,8.89
2015-07-23,31,25,26,91,1006,11.94
2015-07-24,26,24,26,99,1006,28.96
2015-07-25,26,25,26,98,1002,73.91
2015-07-26,25,24,24,98,998,27.94
2015-07-27,29,24,25,91,997,11.94
2015-07-28,30,24,25,87,997,13.97
2015-07-29,28,24,24,87,993,16.0
2015-07-30,26,24,24,93,991,37.08
2015-07-31,26,23,24,92,995,62.99
2015-08-01,28,24,24,89,1003,0.0
2015-08-02,32,25,26,81,1005,0.0
2015-08-03,32,26,26,79,1005,0.0
2015-08-04,32,26,27,81,1003,0.0
2015-08-05,32,26,26,79,1002,0.0
2015-08-06,33,26,27,78,1001,0.0
2015-08-07,33,27,27,79,1002,0.0
2015-08-08,32,25,26,81,1002,3.05
2015-08-09,32,27,25,77,1001,0.51
2015-08-10,35,26,25,72,1001,0.0
2015-08-11,32,26,27,83,1004,1.02
2015-08-12,33,26,26,75,1005,2.03
2015-08-13,33,27,27,80,1005,0.0
2015-08-14,32,26,26,81,1005,1.02
2015-08-15,31,26,26,82,1007,0.0
2015-08-16,31,24,26,84,1007,27.94
2015-08-17,31,25,26,88,1007,27.94
2015-08-18,27,25,26,94,1008,30.99
2015-08-19,30,25,26,92,1006,10.92
2015-08-20,28,25,27,93,1005,3.05
2015-08-21,31,25,25,78,1004,0.51
2015-08-22,33,26,26,78,1001,0.0
2015-08-23,32,26,26,79,1002,0.0
2015-08-24,33,25,26,76,1002,0.25
2015-08-25,33,25,26,80,1002,0.0
2015-08-26,34,26,26,76,1002,0.0
2015-08-27,34,26,25,75,1004,3.05
2015-08-28,32,25,25,78,1005,7.11
2015-08-29,31,25,26,85,1005,2.03
2015-08-30,29,25,26,93,1005,24.89
2015-08-31,29,26,26,91,1005,21.08
2015-09-01,27,25,26,94,1003,9.91
2015-09-02,31,24,25,86,1003,0.0
2015-09-03,30,26,25,83,1007,0.0
2015-09-04,33,26,25,78,1008,0.0
2015-09-05,33,27,26,77,1007,0.0
2015-09-06,33,27,26,77,1007,0.0
2015-09-07,33,25,26,79,1006,0.0
2015-09-08,33,26,26,77,1005,0.0
2015-09-09,33,27,26,79,1005,3.05
2015-09-10,34,26,26,76,1006,0.51
2015-09-11,34,26,26,73,1007,0.0
2015-09-12,33,24,26,73,1006,18.03
2015-09-13,34,26,26,79,1006,7.11
2015-09-14,34,27,26,76,1005,0.0
2015-09-15,34,26,25,76,1005,2.03
2015-09-16,34,26,26,72,1004,0.0
2015-09-17,34,28,27,79,1004,0.0
2015-09-18,34,27,27,79,1004,1.02
2015-09-19,31,25,25,86,1007,1.02
2015-09-20,32,24,25,81,1006,0.51
2015-09-21,31,26,26,86,1006,0.51
2015-09-22,33,26,26,76,1006,0.0
2015-09-23,31,26,26,87,1006,6.1
2015-09-24,28,26,26,90,1005,2.03
2015-09-25,32,25,26,83,1005,3.05
2015-09-26,34,27,25,73,1005,0.0
2015-09-27,34,25,24,71,1006,0.0
2015-09-28,33,26,24,70,1007,0.0
2015-09-29,34,26,25,70,1007,0.0
2015-09-30,35,27,26,72,1009,0.0
2015-10-01,33,23,25,76,1011,58.93
2015-10-02,32,25,26,81,1009,0.51
2015-10-03,33,26,26,77,1008,0.51
2015-10-04,33,25,24,76,1008,9.91
2015-10-05,32,25,26,79,1008,1.02
2015-10-06,32,26,26,81,1007,1.02
2015-10-07,33,26,25,76,1007,2.03
2015-10-08,26,25,24,93,1004,17.02
2015-10-09,31,24,24,83,1004,0.0
2015-10-10,33,24,24,84,1007,24.89
2015-10-11,31,23,24,82,1009,0.76
2015-10-12,31,24,24,83,1009,0.0
2015-10-13,29,23,24,87,1011,5.08
2015-10-14,31,23,23,77,1012,0.0
2015-10-15,31,24,24,80,1013,0.0
2015-10-16,32,24,24,76,1012,0.0
2015-10-17,32,25,24,74,1011,0.0
2015-10-18,32,25,24,75,1012,0.0
2015-10-19,32,25,24,75,1011,0.0
2015-10-20,32,24,24,75,1009,0.0
2015-10-21,32,24,24,75,1009,0.0
2015-10-22,33,23,23,71,1010,0.0
2015-10-23,33,24,23,72,1010,0.0
2015-10-24,32,24,21,65,1011,0.0
2015-10-25,32,23,23,75,1012,0.0
2015-10-26,32,24,23,73,1012,0.0
2015-10-27,33,23,23,72,1012,0.0
2015-10-28,33,23,22,68,1012,0.0
2015-10-29,32,24,23,70,1013,0.0
2015-10-30,27,24,23,90,1014,2.03
2015-10-31,24,22,22,88,1014,2.03
2015-11-01,24,22,21,85,1014,1.02
2015-11-02,30,22,22,75,1014,0.0
2015-11-03,31,22,22,77,1013,0.0
2015-11-04,31,23,22,71,1011,0.0
2015-11-05,31,23,22,69,1011,0.0
2015-11-06,32,22,21,66,1011,0.0
2015-11-07,32,22,19,59,1012,0.0
2015-11-08,30,20,19,63,1013,0.0
2015-11-09,30,21,18,62,1012,0.0
2015-11-10,30,20,21,73,1011,0.0
2015-11-11,31,22,20,67,1011,0.0
2015-11-12,31,21,19,68,1012,0.0
2015-11-13,29,20,20,71,1012,0.0
2015-11-14,29,20,19,70,1010,0.0
2015-11-15,30,20,20,72,1011,0.0
2015-11-16,29,21,21,77,1011,0.0
2015-11-17,28,21,22,79,1011,0.0
2015-11-18,24,21,21,82,1014,0.76
2015-11-19,29,19,21,76,1013,0.0
2015-11-20,31,20,21,79,1012,0.0
2015-11-21,32,21,21,67,1012,0.0
2015-11-22,32,20,21,70,1012,0.0
2015-11-23,31,19,19,66,1013,0.0
2015-11-24,30,19,18,67,1012,0.0
2015-11-25,29,18,19,70,1012,0.0
2015-11-26,31,18,17,62,1011,0.0
2015-11-27,29,18,18,71,1011,0.0
2015-11-28,29,19,18,70,1015,0.0
2015-11-29,28,18,18,68,1015,0.0
2015-11-30,29,19,19,64,1014,0.0
2015-12-01,29,20,19,71,1013,0.0
2015-12-02,27,21,21,76,1013,0.25
2015-12-03,25,22,21,84,1014,2.03
2015-12-04,28,22,19,74,1013,0.0
2015-12-05,28,20,19,74,1013,0.0
2015-12-06,28,19,18,71,1013,0.0
2015-12-07,28,19,18,66,1014,0.0
2015-12-08,28,19,18,73,1013,0.0
2015-12-09,27,19,19,76,1014,0.0
2015-12-10,27,18,18,74,1013,0.0
2015-12-11,28,17,18,73,1012,0.0
2015-12-12,29,18,19,74,1011,0.0
2015-12-13,28,19,21,77,1013,0.0
2015-12-14,28,21,21,81,1012,0.0
2015-12-15,26,21,19,77,1013,0.0
2015-12-16,27,19,15,64,1014,0.0
2015-12-17,25,15,10,54,1014,0.0
2015-12-18,18,16,15,90,1015,0.0
2015-12-19,26,16,14,66,1016,0.0
2015-12-20,25,16,14,65,1016,0.0
2015-12-21,24,14,12,64,1016,0.0
2015-12-22,26,13,13,68,1018,0.0
2015-12-23,27,15,14,64,1016,0.0
2015-12-24,27,16,13,57,1015,0.0
2015-12-25,25,17,14,62,1016,0.0
2015-12-26,24,15,13,62,1016,0.0
2015-12-27,25,13,13,65,1016,0.0
2015-12-28,25,13,14,63,1017,0.0
2015-12-29,24,13,16,76,1016,0.0
2015-12-30,25,13,16,77,1015,0.0
2015-12-31,26,15,17,78,1017,0.0
2016-01-01,26,14,17,75,1018,0.0
2016-01-02,24,14,16,75,1017,0.0
2016-01-03,26,14,17,71,1016,0.0
2016-01-04,25,14,16,73,1016,0.0
2016-01-05,26,16,15,74,1015,0.0
2016-01-06,26,16,16,74,1015,0.0
2016-01-07,26,14,16,71,1016,0.0
2016-01-08,26,15,17,76,1015,0.0
2016-01-09,27,15,19,84,1013,0.0
2016-01-10,27,18,19,76,1015,0.0
2016-01-11,25,18,19,85,1015,0.0
2016-01-12,26,14,13,62,1014,0.0
2016-01-13,25,13,14,70,1013,0.0
2016-01-14,25,14,14,70,1014,0.0
2016-01-15,25,14,13,63,1012,0.0
2016-01-16,27,14,13,63,1012,0.0
2016-01-17,27,15,13,58,1012,0.0
2016-01-18,27,13,13,59,1012,0.0
2016-01-19,27,14,14,60,1012,0.0
2016-01-20,27,15,14,59,1013,0.0
2016-01-21,21,18,17,84,1015,2.03
2016-01-22,23,17,13,63,1016,0.0
2016-01-23,22,14,14,73,1017,0.0
2016-01-24,23,13,12,67,1016,0.0
2016-01-25,23,13,12,61,1014,0.0
2016-01-26,24,12,9,53,1014,0.0
2016-01-27,24,13,9,53,1014,0.0
2016-01-28,24,15,13,70,1014,0.0
2016-01-29,25,16,15,68,1015,0.0
2016-01-30,25,16,16,76,1014,0.0
2016-01-31,27,16,17,71,1013,0.0
2016-02-01,27,17,18,76,1014,0.0
2016-02-02,25,16,18,84,1015,0.0
2016-02-03,28,16,17,67,1013,0.0
2016-02-04,29,17,12,48,1014,0.0
2016-02-05,28,14,11,50,1013,0.0
2016-02-06,27,13,9,42,1012,0.0
2016-02-07,28,13,14,57,1014,0.0
2016-02-08,29,16,14,61,1013,0.0
2016-02-09,27,17,18,74,1013,0.0
2016-02-10,26,21,19,76,1012,0.0
2016-02-11,27,16,18,74,1011,0.0
2016-02-12,28,18,20,75,1011,0.0
2016-02-13,29,21,20,73,1012,0.0
2016-02-14,29,19,20,76,1013,0.0
2016-02-15,31,20,19,69,1014,0.0
2016-02-16,32,21,18,59,1015,0.0
2016-02-17,32,20,18,57,1015,0.0
2016-02-18,31,20,19,63,1013,0.0
2016-02-19,32,21,18,60,1013,0.0
2016-02-20,31,21,21,73,1012,0.0
2016-02-21,30,22,22,75,1011,0.0
2016-02-22,30,25,23,78,1013,0.0
2016-02-23,30,24,23,78,1013,0.0
2016-02-24,26,22,22,85,1014,0.0
2016-02-25,26,22,19,78,1015,0.0
2016-02-26,31,22,19,66,1015,0.0
2016-02-27,31,23,19,61,1016,0.0
2016-02-28,31,21,21,68,1016,0.0
2016-02-29,31,21,22,73,1016,0.0
2016-03-01,32,21,19,65,1014,0.0
2016-03-02,33,21,20,64,1014,0.0
2016-03-03,32,22,21,72,1014,0.0
2016-03-04,31,20,22,71,1012,0.0
2016-03-05,31,21,22,74,1011,0.0
2016-03-06,31,21,22,70,1011,0.0
2016-03-07,32,23,19,59,1010,0.0
2016-03-08,33,21,23,77,1010,0.0
2016-03-09,33,23,23,73,1010,0.0
2016-03-10,33,23,22,70,1011,0.0
2016-03-11,32,23,24,76,1011,0.0
2016-03-12,32,26,24,80,1010,0.0
2016-03-13,32,25,22,70,1011,0.0
2016-03-14,35,23,15,41,1011,0.0
2016-03-15,34,22,15,46,1010,0.0
2016-03-16,33,22,21,60,1010,0.0
2016-03-17,33,23,21,59,1011,0.0
2016-03-18,33,23,18,53,1010,0.0
2016-03-19,32,22,22,69,1009,0.0
2016-03-20,31,24,23,78,1009,0.0
2016-03-21,32,24,23,72,1007,0.0
2016-03-22,32,21,22,67,1007,10.92
2016-03-23,32,24,23,73,1009,0.0
2016-03-24,31,22,24,74,1012,0.0
2016-03-25,34,23,22,60,1012,0.0
2016-03-26,32,23,24,78,1011,0.0
2016-03-27,32,24,22,66,1013,0.0
2016-03-28,31,22,23,75,1012,33.02
2016-03-29,31,21,22,71,1012,0.0
2016-03-30,32,24,23,70,1013,0.0
2016-03-31,32,25,24,74,1011,11.94
2016-04-01,26,19,18,77,1010,0.0
2016-04-02,31,19,22,73,1010,0.0
2016-04-03,32,24,24,75,1011,0.0
2016-04-04,30,26,24,79,1009,0.0
2016-04-05,31,25,24,76,1007,0.0
2016-04-06,32,26,25,74,1008,0.0
2016-04-07,32,26,26,80,1008,0.0
2016-04-08,32,26,25,76,1008,0.0
2016-04-09,33,26,26,81,1008,0.0
2016-04-10,32,25,25,74,1009,0.0
2016-04-11,33,27,26,77,1006,0.0
2016-04-12,33,27,27,79,1005,0.0
2016-04-13,32,28,26,76,1004,0.0
2016-04-14,33,28,26,73,1006,0.0
2016-04-15,33,27,25,75,1007,0.0
2016-04-16,33,27,26,73,1006,0.0
2016-04-17,33,26,24,70,1007,0.0
2016-04-18,33,26,24,68,1008,0.0
2016-04-19,33,27,25,72,1008,0.0
2016-04-20,33,26,24,71,1008,0.0
2016-04-21,33,26,25,71,1006,0.0
2016-04-22,32,27,26,75,1005,0.51
2016-04-23,34,28,26,73,1002,0.51
2016-04-24,33,29,27,75,1003,0.0
2016-04-25,33,29,27,77,1006,0.0
2016-04-26,34,27,26,73,1009,0.0
2016-04-27,33,27,26,70,1007,0.0
2016-04-28,34,28,26,71,1006,0.0
2016-04-29,34,28,26,70,1007,0.0
2016-04-30,35,28,26,70,1006,0.0
2016-05-01,34,25,26,72,1006,0.0
2016-05-02,33,22,23,72,1007,1.02
2016-05-03,33,21,22,67,1007,0.0
2016-05-04,32,25,23,74,1008,4.06
2016-05-05,34,25,22,60,1008,0.25
2016-05-06,34,25,24,70,1008,0.0
2016-05-07,33,24,24,74,1008,0.0
2016-05-08,33,25,24,65,1008,0.0
2016-05-09,33,27,26,73,1008,0.0
2016-05-10,34,28,26,76,1008,0.0
2016-05-11,34,28,25,66,1006,0.0
2016-05-12,34,28,26,69,1004,0.0
2016-05-13,29,23,23,84,1006,1.02
2016-05-14,34,22,24,71,1007,0.0
2016-05-15,34,27,26,72,1008,0.0
2016-05-16,34,27,26,73,1006,0.0
2016-05-17,32,28,27,78,1005,0.0
2016-05-18,34,25,26,74,1005,9.91
2016-05-19,28,24,25,92,1006,7.11
2016-05-20,29,24,24,90,1003,2.03
2016-05-21,28,24,24,92,993,0.0
2016-05-22,30,24,25,84,1000,0.0
2016-05-23,33,26,26,77,1001,0.0
2016-05-24,34,26,25,78,1001,0.0
2016-05-25,33,25,25,77,1000,6.1
2016-05-26,33,24,25,71,1002,6.1
2016-05-27,33,27,26,76,1003,0.0
2016-05-28,34,26,26,75,1003,0.0
2016-05-29,34,26,27,75,1003,0.0
2016-05-30,34,28,26,74,1003,0.0
2016-05-31,34,26,25,75,1004,0.0
2016-06-01,33,26,25,73,1005,0.0
2016-06-02,34,26,26,69,1004,0.0
2016-06-03,34,26,26,72,1005,0.0
2016-06-04,34,26,24,67,1006,2.03
2016-06-05,34,26,26,73,1006,2.03
2016-06-06,34,26,25,70,1006,0.0
2016-06-07,34,26,25,76,1006,0.0
2016-06-08,32,27,26,86,1004,0.0
2016-06-09,26,26,25,94,1002,0.0
2016-06-10,30,27,25,83,999,0.0
2016-06-11,30,25,24,88,1001,0.0
2016-06-12,28,24,24,89,1002,0.0
2016-06-13,28,24,24,92,1002,0.0
2016-06-14,34,25,26,80,1000,0.0
2016-06-15,32,27,26,79,999,0.0
2016-06-16,33,28,26,78,1000,0.0
2016-06-17,34,27,26,76,1001,0.0
2016-06-18,34,28,25,71,1004,0.0
2016-06-19,33,26,24,68,1006,0.0
2016-06-20,33,26,25,72,1005,0.0
2016-06-21,34,27,26,75,1005,0.0
2016-06-22,34,27,26,72,1005,0.0
2016-06-23,34,28,26,74,1004,0.0
2016-06-24,33,27,26,75,1003,2.03
2016-06-25,34,27,26,74,1003,0.0
2016-06-26,33,26,26,73,1003,8.89
2016-06-27,35,26,26,72,1002,8.89
2016-06-28,34,27,26,70,1003,1.02
2016-06-29,34,26,26,74,1003,0.0
2016-06-30,34,27,26,73,1002,0.0
2016-07-01,33,27,25,74,1000,0.0
2016-07-02,32,27,26,82,1000,3.05
2016-07-03,29,26,26,92,1001,71.12
2016-07-04,29,26,26,95,1001,13.97
2016-07-05,28,25,26,92,1001,9.91
2016-07-06,27,25,26,93,1001,8.89
2016-07-07,32,26,26,81,999,0.0
2016-07-08,32,27,26,78,998,1.02
2016-07-09,31,27,26,81,998,1.02
2016-07-10,32,26,26,82,998,5.08
2016-07-11,31,26,26,84,1000,3.05
2016-07-12,31,26,26,83,1002,7.11
2016-07-13,31,26,26,85,1002,24.89
2016-07-14,33,26,27,80,1001,0.0
2016-07-15,33,26,26,82,1002,1.02
2016-07-16,28,26,26,89,1006,4.06
2016-07-17,28,25,24,87,1008,25.91
2016-07-18,29,24,24,86,1005,11.94
2016-07-19,31,24,26,85,1003,0.25
2016-07-20,32,25,26,83,1003,6.1
2016-07-21,31,27,26,81,1004,0.0
2016-07-22,33,28,25,73,1005,0.0
2016-07-23,32,27,25,76,1006,0.0
2016-07-24,33,26,25,74,1007,0.0
2016-07-25,27,25,24,90,1008,13.97
2016-07-26,31,24,24,75,1008,0.0
2016-07-27,31,26,24,73,1007,0.0
2016-07-28,31,26,26,79,1004,20.07
2016-07-29,32,26,26,82,1003,2.03
2016-07-30,33,26,26,77,1002,0.0
2016-07-31,33,26,26,81,1001,7.87
2016-08-01,34,26,26,80,999,0.0
2016-08-02,33,27,25,72,998,0.25
2016-08-03,34,26,26,75,998,6.1
2016-08-04,34,26,26,69,999,6.1
2016-08-05,33,26,25,72,1001,0.25
2016-08-06,33,26,25,79,1003,0.51
2016-08-07,32,25,26,81,1003,0.0
2016-08-08,32,26,26,81,1002,4.06
2016-08-09,27,25,24,92,1001,0.0
2016-08-10,27,24,24,92,1001,17.02
2016-08-11,30,24,26,90,1003,12.95
2016-08-12,31,25,26,84,1003,1.02
2016-08-13,33,26,26,82,1002,1.02
2016-08-14,32,26,26,80,1000,11.94
2016-08-15,32,26,26,76,997,2.03
2016-08-16,34,27,26,75,995,2.03
2016-08-17,29,27,25,82,997,0.25
2016-08-18,32,26,25,76,1001,5.08
2016-08-19,33,27,26,77,1002,5.08
2016-08-20,31,27,27,87,1001,1.02
2016-08-21,26,25,24,94,1002,19.05
2016-08-22,32,24,24,76,1005,2.03
2016-08-23,32,26,25,77,1004,0.0
2016-08-24,31,26,26,79,1002,0.76
2016-08-25,32,27,26,75,1003,0.0
2016-08-26,34,28,26,75,1004,0.0
2016-08-27,31,26,26,82,1006,0.0
2016-08-28,33,27,26,74,1006,4.06
2016-08-29,33,25,26,77,1004,29.97
2016-08-30,33,27,26,76,1004,0.0
2016-08-31,32,26,26,84,1005,2.03
2016-09-01,31,26,26,89,1005,2.03
2016-09-02,30,26,26,87,1002,0.0
2016-09-03,32,25,26,80,1001,6.1
2016-09-04,32,26,26,84,1002,2.03
2016-09-05,32,25,26,78,1001,3.05
2016-09-06,31,27,26,87,1002,3.05
2016-09-07,32,26,25,78,1003,0.0
2016-09-08,33,26,26,74,1004,0.0
2016-09-09,33,27,25,73,1006,0.0
2016-09-10,33,26,25,74,1006,0.0
2016-09-11,31,26,26,80,1005,6.1
2016-09-12,31,27,26,83,1005,0.0
2016-09-13,32,25,25,78,1006,3.05
2016-09-14,32,26,24,76,1006,0.0
2016-09-15,33,27,25,72,1005,0.0
2016-09-16,32,25,25,79,1005,1.02
2016-09-17,32,26,25,80,1005,2.03
2016-09-18,33,27,26,76,1005,7.87
2016-09-19,32,26,26,78,1005,0.0
2016-09-20,33,27,25,78,1005,6.1
2016-09-21,34,26,25,73,1007,11.94
2016-09-22,32,25,25,83,1008,3.05
2016-09-23,34,25,25,72,1006,0.0
2016-09-24,33,26,25,73,1005,0.0
2016-09-25,33,26,26,75,1005,0.0
2016-09-26,33,25,26,73,1006,0.0
2016-09-27,33,27,27,81,1006,2.03
2016-09-28,32,26,26,81,1005,5.08
2016-09-29,33,26,26,75,1005,0.0
2016-09-30,34,27,26,75,1004,7.11
2016-10-01,34,26,26,74,1007,0.0
2016-10-02,33,27,26,77,1008,0.0
2016-10-03,31,24,25,84,1006,0.0
2016-10-04,31,24,25,82,1005,0.0
2016-10-05,33,27,26,86,1004,6.1
2016-10-06,34,26,25,73,1005,0.0
2016-10-07,34,27,26,77,1006,0.0
2016-10-08,33,26,26,75,1007,0.0
2016-10-09,33,26,26,78,1006,0.0
2016-10-10,28,26,25,90,1005,10.92
2016-10-11,28,24,24,88,1005,12.95
2016-10-12,26,23,24,92,1005,2.03
2016-10-13,30,24,25,85,1007,0.0
2016-10-14,32,26,26,83,1007,0.0
2016-10-15,33,26,26,82,1007,0.0
2016-10-16,33,27,26,75,1007,0.0
2016-10-17,34,26,26,77,1006,0.0
2016-10-18,33,25,26,77,1006,0.0
2016-10-19,33,26,26,75,1005,0.0
2016-10-20,34,26,25,72,1004,0.0
2016-10-21,34,25,21,62,1005,0.0
2016-10-22,34,23,19,56,1006,0.0
2016-10-23,34,23,20,57,1005,0.0
2016-10-24,33,25,21,60,1004,0.0
2016-10-25,33,26,22,64,1005,0.0
2016-10-26,34,26,23,73,1008,0.0
2016-10-27,33,25,23,75,1011,0.0
2016-10-28,32,25,24,81,1010,10.92
2016-10-29,32,24,23,79,1010,2.03
2016-10-30,30,24,24,79,1011,0.0
2016-10-31,34,26,24,71,1013,0.0
2016-11-01,34,26,24,74,1012,0.0
2016-11-02,33,25,23,69,1011,0.0
2016-11-03,34,25,24,72,1011,0.0
2016-11-04,29,25,25,90,1010,3.05
2016-11-05,24,20,21,86,1006,37.08
2016-11-06,26,20,22,93,1004,1.02
2016-11-07,28,21,23,86,1008,0.51
2016-11-08,29,22,21,75,1010,0.0
2016-11-09,29,21,21,67,1010,0.0
2016-11-10,30,22,21,72,1011,0.0
2016-11-11,29,21,19,67,1012,0.0
2016-11-12,31,20,20,73,1013,0.0
2016-11-13,30,20,20,69,1013,0.0
2016-11-14,31,21,19,66,1012,0.0
2016-11-15,31,21,20,72,1012,0.0
2016-11-16,30,21,20,70,1012,0.0
2016-11-17,29,20,21,73,1012,0.0
2016-11-18,29,21,21,75,1010,0.0
2016-11-19,29,19,17,62,1010,0.0
2016-11-20,29,18,17,64,1011,0.0
2016-11-21,29,19,18,70,1010,0.0
2016-11-22,28,18,17,66,1010,0.0
2016-11-23,28,18,17,66,1011,0.0
2016-11-24,28,19,17,69,1011,0.0
2016-11-25,28,18,18,69,1010,0.0
2016-11-26,27,18,18,74,1010,0.0
2016-11-27,29,18,18,69,1010,0.0
2016-11-28,28,18,17,70,1011,0.0
2016-11-29,29,18,18,71,1013,0.0
2016-11-30,30,19,18,70,1013,0.0
2016-12-01,30,19,19,74,1014,0.0
2016-12-02,31,21,19,71,1014,0.0
2016-12-03,31,21,18,62,1015,0.0
2016-12-04,30,21,19,66,1013,0.0
2016-12-05,30,19,19,68,1013,0.0
2016-12-06,30,19,19,71,1013,0.0
2016-12-07,31,18,18,74,1012,0.0
2016-12-08,30,18,17,70,1011,0.0
2016-12-09,30,18,17,67,1009,0.0
2016-12-10,30,18,18,66,1009,0.0
2016-12-11,31,19,18,69,1009,0.0
2016-12-12,29,19,17,70,1010,0.0
2016-12-13,28,17,17,67,1011,0.0
2016-12-14,28,16,16,65,1012,0.0
2016-12-15,28,17,17,74,1012,0.0
2016-12-16,27,17,17,74,1013,0.0
2016-12-17,27,17,17,68,1013,0.0
2016-12-18,27,18,17,74,1014,0.0
2016-12-19,27,17,17,73,1013,0.0
2016-12-20,25,16,17,77,1012,0.0
2016-12-21,25,17,17,73,1013,0.0
2016-12-22,27,18,17,71,1011,0.0
2016-12-23,27,19,18,74,1010,0.0
2016-12-24,28,20,19,74,1010,0.0
2016-12-25,27,18,19,77,1012,0.0
2016-12-26,27,18,18,79,1012,0.0
2016-12-27,28,18,17,70,1013,0.0
2016-12-28,26,17,18,77,1013,0.0
2016-12-29,29,18,18,75,1014,0.0
2016-12-30,27,17,18,74,1015,0.0
2016-12-31,27,17,16,67,1014,0.0
2017-01-01,28,16,14,62,1014,0.0
2017-01-02,29,16,16,66,1014,0.0
2017-01-03,28,17,16,67,1012,0.0
2017-01-04,27,17,16,69,1012,0.0
2017-01-05,27,16,16,66,1011,0.0
2017-01-06,26,16,16,71,1012,0.0
2017-01-07,27,16,16,70,1010,0.0
2017-01-08,28,15,13,58,1010,0.0
2017-01-09,29,16,14,59,1010,0.0
2017-01-10,28,16,13,54,1010,0.0
2017-01-11,27,15,13,59,1011,0.0
2017-01-12,26,15,9,47,1012,0.0
2017-01-13,26,14,9,52,1013,0.0
2017-01-14,23,15,8,48,1014,0.0
2017-01-15,24,13,11,58,1014,0.0
2017-01-16,26,13,13,62,1013,0.0
2017-01-17,26,14,12,56,1014,0.0
2017-01-18,27,13,12,55,1016,0.0
2017-01-19,29,16,13,56,1015,0.0
2017-01-20,28,14,14,61,1015,0.0
2017-01-21,27,16,13,55,1016,0.0
2017-01-22,28,15,15,64,1015,0.0
2017-01-23,28,15,15,66,1015,0.0
2017-01-24,28,17,14,58,1016,0.0
2017-01-25,30,16,14,53,1016,0.0
2017-01-26,31,18,16,62,1016,0.0
2017-01-27,29,16,16,61,1014,0.0
2017-01-28,27,17,17,68,1013,0.0
2017-01-29,26,20,16,63,1013,0.0
2017-01-30,26,17,14,62,1012,0.0
2017-01-31,27,16,14,63,1013,0.0
2017-02-01,28,16,14,59,1014,0.0
2017-02-02,29,17,12,51,1015,0.0
2017-02-03,26,14,12,40,1016,0.0
2017-02-04,31,14,13,53,1013,0.0
2017-02-05,33,17,13,49,1012,0.0
2017-02-06,30,18,17,61,1011,0.0
2017-02-07,26,17,18,76,1011,0.0
2017-02-08,28,17,17,73,1012,0.0
2017-02-09,29,16,12,53,1012,0.0
2017-02-10,29,16,13,56,1012,0.0
2017-02-11,30,18,15,58,1014,0.0
2017-02-12,31,19,16,57,1016,0.0
2017-02-13,31,19,13,48,1017,0.0
2017-02-14,32,19,12,47,1018,0.0
2017-02-15,31,20,13,45,1017,0.0
2017-02-16,30,18,14,55,1015,0.0
2017-02-17,31,17,15,58,1014,0.0
2017-02-18,31,18,18,66,1014,0.0
2017-02-19,28,18,18,73,1012,0.0
2017-02-20,30,21,21,74,1009,0.0
2017-02-21,29,22,22,80,1010,0.0
2017-02-22,30,22,22,78,1011,0.0
2017-02-23,29,21,22,77,1012,0.0
2017-02-24,30,21,19,68,1013,0.0
2017-02-25,31,18,12,52,1012,0.0
2017-02-26,29,18,13,49,1010,0.0
2017-02-27,29,18,17,58,1013,0.0
2017-02-28,31,22,14,49,1012,0.0
2017-03-01,32,18,13,52,1011,0.0
2017-03-02,31,18,16,55,1010,0.0
2017-03-03,32,22,21,71,1008,0.0
2017-03-04,31,22,21,70,1009,0.0
2017-03-05,31,21,19,64,1009,0.0
2017-03-06,30,19,20,73,1008,0.0
2017-03-07,30,22,21,72,1009,0.0
2017-03-08,29,20,21,79,1009,0.76
2017-03-09,30,19,17,61,1007,0.76
2017-03-10,30,22,22,76,1008,3.05
2017-03-11,27,21,21,88,1009,7.11
2017-03-12,25,21,21,84,1009,0.0
2017-03-13,30,21,19,65,1012,0.0
2017-03-14,31,18,12,42,1012,0.0
2017-03-15,31,18,10,38,1012,0.0
2017-03-16,30,18,11,42,1010,0.0
2017-03-17,30,18,16,60,1009,0.0
2017-03-18,31,20,20,73,1010,0.0
2017-03-19,31,20,21,70,1011,0.0
2017-03-20,25,21,21,83,1011,0.0
